"SOG" "COG" "Heading" "ROT" "BaseDateTime" "Status" "VoyageID" "MMSI" "ReceiverType" "ReceiverID" "coords.x1" "coords.x2" "monthday" "keep"
11.3000001907349 68.3000030517578 73 0 2012-12-11 13:23:13 0 98 373070097 "r" "17MADA1" -178.879762 52.070598 "12-11" 1
17.3999996185303 58.2999992370605 58 0 2012-12-11 15:17:12 0 100 211980402 "r" "17MADA1" -179.547093 51.63555 "12-11" 2
18.7000007629395 283 278 249 2012-12-11 23:02:58 0 104 353907080 "r" "17MADA1" -174.12205 52.694917 "12-11" 2
19.3999996185303 49 49 0 2012-12-11 23:28:12 0 105 240000745 "r" "17MADA1" -179.5892 51.556733 "12-11" 2
19.8999996185303 78.1999969482422 80 0 2012-12-12 00:21:11 0 100 211980402 "r" "17MADA1" -175.010518 52.449907 "12-12" 2
19 68 67 0 2012-12-12 04:00:13 0 105 240000745 "r" "17MADA1" -177.59085 52.257683 "12-12" 1
0 154 511 128 2012-12-12 04:00:16 15 46 303940600 "r" "17MADA1" -176.638292 51.861643 "12-12" 1
13.8000001907349 258 256 251 2012-12-12 04:00:21 0 104 353907080 "r" "17MADA1" -175.90995 52.518367 "12-12" 1
22.8999996185303 66.1999969482422 67 251 2012-12-12 04:01:45 0 107 636551019 "r" "17MADA1" -178.867817 51.9841 "12-12" 1
18.7000007629395 71 72 0 2012-12-12 04:03:02 0 106 235767000 "r" "17MADA1" -178.869933 51.920467 "12-12" 1
18.6000003814697 70 71 251 2012-12-12 07:44:56 0 105 240000745 "r" "17MADA1" -175.808867 52.672083 "12-12" 1
13.6000003814697 37.4000015258789 37 0 2012-12-12 09:35:05 0 109 371008040 "r" "17MADA1" -179.294817 51.813695 "12-12" 1
18.6000003814697 75.5999984741211 78 0 2012-12-12 10:07:34 0 107 636551019 "r" "17MADA1" -175.75595 52.5821 "12-12" 1
18.5 75 75 0 2012-12-12 10:33:58 0 106 235767000 "r" "17MADA1" -175.78645 52.55955 "12-12" 1
10.1000003814697 263 255 251 2012-12-12 10:38:41 0 104 353907080 "r" "17MADA1" -178.26655 52.208667 "12-12" 1
13.8000001907349 70.4000015258789 73 127 2012-12-12 11:59:54 0 109 371008040 "r" "17MADA1" -178.509727 52.071658 "12-12" 1
0.200000002980232 167 511 128 2012-12-12 12:00:18 15 46 303940600 "r" "17MADP1" -176.638255 51.86161 "12-12" 1
14.3999996185303 258.700012207031 257 248 2012-12-12 14:11:13 0 110 432605010 "r" "17MADA1" -174.974955 52.455138 "12-12" 2
16.7000007629395 262.100006103516 259 0 2012-12-12 17:27:55 0 111 477596000 "r" "17MADA1" -174.31445 52.54457 "12-12" 2
16.7999992370605 257.299987792969 256 0 2012-12-12 19:08:01 0 112 538293070 "r" "17MADA1" -174.107987 52.732875 "12-12" 2
17.2999992370605 259 260 0 2012-12-12 19:49:12 0 113 351030095 "r" "17MADA1" -174.389 52.6379 "12-12" 2
