MMSI,IMO,CallSign,Name,VesselType,Length,Width,DimensionComponents
357132000,9168831,3FAG9,EVER UBERTY,70,285,40,"212,73,10,30"
316011408,9332767,CFN4970,COASTAL INSPIRATIN.,69,160,26,"26,134,13,13"
636090855,9289556,A8GS3,APL NEW YORK,70,294,32,"223,71,12,20"
433849410,0,WBI5375,PACIFIC RAM,0,39,10,"10,29,5,5"
111111111,121212121,,TEST,0,0,0,"0,0,0,0"
999999999,0,,KYLE A SHAW,30,0,0,"0,0,0,0"
367024080,0,WDC4401,POLAR LADY,30,40,0,"10,30,0,0"
257758000,9218648,LAQU5,TAMERLANE,70,240,32,"80,160,15,17"
304010817,8112952,V2RQ,BLED,70,197,24,"163,34,12,12"
211259700,9141273,DQVJ,PEKING SENATOR,71,294,32,"223,71,24,8"
565725000,9262584,9VFA8,CHEMBULK NEW YORK,83,157,25,"133,24,9,16"
239874000,9250177,SZJK,ANGELIC PEACE,70,0,0,"0,0,0,0"
215820000,9119971,9HBX8,FURIA R,70,189,31,"161,28,24,7"
636010381,9110626,ELSO2,MV FORMOSA SIX,80,175,30,"148,27,20,10"
319440000,9514867,ZCXJ8,SILVER CLOUD,37,32,0,"16,16,0,0"
211424430,9248150,DHQS,HANJIN MADRID,21,278,40,"13,265,20,20"
367275000,0,NMFC,NU47,79,172,25,"100,72,16,9"
367103880,0,WDC9555,TRIUMPH,32,24,6,"8,16,3,3"
477990200,9285471,VRAR7,OOCL TIANJIN,70,323,43,"246,77,30,13"
316003662,6704866,,SEASPAN CHIEF,32,25,8,"12,13,4,4"
235604000,9247780,VQFV3,BRITISH HAWTHORN,80,241,42,"209,32,26,16"
303935002,0,WZ2572,RA-2 RAINIER LAUNCH2,33,8,2,"1,7,0,2"
371824000,9326146,3EEV8,KARAWEIK,70,190,33,"163,27,9,24"
123456789,987654321,,THE FLYING DUTCHMAN,37,30,6,"20,10,3,3"
367137150,0,WDD3855,RANGER,60,30,7,"3,27,3,4"
368494000,0,WCX5321,SAM M TAALAK,99,44,14,"41,3,7,7"
351193000,9245005,H3XW,MOL ADVANTAGE,72,279,40,"206,73,25,15"
218062000,9290488,DDZB2,HANJIN BALTIMORE,71,300,42,"15,285,21,21"
367133760,0,WDD3606,TENACIOUS,37,17,6,"12,5,3,3"
366197000,0,WRC2049,NUNANIQ,99,45,15,"39,6,6,9"
366988490,650726,WDC2136,DELTA CAPTAIN,52,26,7,"5,21,2,5"
220397000,9302889,OYCY2,GRETE MAERSK,70,367,42,"265,102,21,21"
1193046,303174162,V2BM3,BELUA FOUNDATION,70,139,21,"127,12,15,6"
366387380,0,WBP7281,COASTAL PILOT,70,49,12,"10,39,5,7"
211200350,8902539,DEHZ,KIEL EXPRESS,79,294,32,"10,284,16,16"
303457000,811923200,WYE7524,POLAR SEA,30,30,10,"12,18,5,5"
367027560,0,WDC4616,M/V PELICAN,37,16,6,"10,6,4,2"
366387380,7307184,WDE7924,INTEGITY,70,48,12,"9,39,4,8"
366950140,730877400,WDB7938,SHELLFISH,30,30,8,"20,10,4,4"
366387380,7307184,WDE7924,INTEGRITY,70,48,12,"9,39,4,8"
112233445,100000000,,SPLENDIDA,0,22,6,"15,7,3,3"
367350770,0,WDE4290,BAY ROCKET,10,0,0,"0,0,0,0"
211378360,9200718,DANM,HANJIN OTTAWA,79,279,32,"186,93,16,16"
367038990,0,WDC5301,OCEANIC,30,37,10,"13,24,5,5"
366980180,0,WDB9647,OCEAN TITAN,0,37,12,"12,25,3,9"
1193046,303174162,V2BZ3,PAROS I,70,192,32,"0,192,0,32"
367137000,9303807,WDD6038,HORIZON HUNTER,71,222,30,"175,47,11,19"
636008487,8814598,ELJC8,NORMANDIE BRIDGE,70,276,32,"209,67,21,11"
366896490,0,WDB4259,AMERICAN LADY,0,35,10,"30,5,5,5"
440244000,9128154,DSEQ4,HANJIN PENANG,70,167,26,"147,20,13,13"
366988170,303174162,WAZ9629,EMPRESS HORNBLOWER,60,26,9,"0,26,0,9"
370963000,9470820,3FQD7,ADMIRAL BULKER,70,171,27,"145,26,9,18"
316004575,0,VY7060,RACE POINT 1,32,20,6,"4,16,2,4"
366987710,7208431,WCZ6534,NORTHERN  VICTOR,30,115,22,"91,24,11,11"
1193046,303174162,WDD4899,MISS ANGELA,60,36,10,"0,36,0,10"
316006724,0,,SNOWQUEEN,30,23,7,"2,21,4,3"
366115410,0,WAR7932,DEEP PACIFIC,0,37,9,"15,22,5,4"
440278000,7718864,D9DQ,M/V PAN NOBLE,71,177,22,"142,35,14,8"
352542000,9300465,3EMQ4,EVER SAFETY,79,300,43,"212,88,33,10"
636091157,9231250,A8JX9,APL DENMARK,71,277,40,"187,90,29,11"
220129000,9245768,OUHC2,COLUMBINE MAERSK,70,347,42,"244,103,22,20"
636011704,8807741,A8AZ4,YM EUROPE,70,275,32,"207,68,15,17"
354614000,962728,H8TS,NYK ATLAS,71,299,40,"14,285,20,20"
477338000,9200380,VRZV8,GENCO BEAUTY,70,225,32,"198,27,21,11"
354816000,8604292,3FWL4,MANHATTAN BRIDGE,70,243,32,"182,61,10,22"
353938000,9104407,3FMM4,KONKAR THEO,70,190,30,"95,95,15,15"
1193046,303174162,WCW8742,EL SOL DE CARIBE,50,18,7,"0,18,0,7"
356116000,9128790,3FZJ5,KEN JYO,0,154,26,"129,25,13,13"
367316110,0,WDD9770,LILI PAD,37,18,5,"13,5,3,2"
303584000,9273686,KFMV,MAUNALEI,73,207,28,"13,194,14,14"
367183970,620080898,WDA2678,GREY PEARL,37,20,4,"10,10,3,1"
366338750,0,WYX3859,PACIFIC.MARINER,0,40,10,"10,30,5,5"
212714000,9363364,C4ZL2,YM VANCOUVER,71,260,30,"197,63,21,9"
368572000,0,WUU2635,PEGASUS,0,32,9,"3,29,2,7"
351357000,9146998,3FMW7,DIAMOND GLORY,70,172,27,"146,26,18,9"
211207740,9036909,DHEE,ESSEN EXPRESS,79,298,32,"15,283,16,16"
371059000,9289104,3EBC5,MSC LUCY,70,325,43,"250,75,17,26"
111101111,0,,JAMES T,31,0,0,"0,0,0,0"
111112111,0,,,0,0,0,"0,0,0,0"
367774000,0,WUT9940,RAVEN,30,30,10,"15,15,5,5"
367190000,5137767,KQJ,BAPT HA  OWNLC%,80,207,27,"162,45,6,21"
367275000,0,NMFC,KISKA,79,172,25,"100,72,16,9"
1193046,303174162,WDD9967,JOSHUA CHOUEST,70,87,20,"0,87,0,20"
372212000,9362205,3EHR5,MARITIME LIJIANG,70,224,32,"193,31,16,16"
367694000,0,WAQ4899,PACIFIC PRINCE,30,50,10,"16,34,4,6"
477158300,9307023,VRBW4,OOCL DUBAI,70,280,40,"210,70,14,26"
316012953,0,CZ_5203,SNOW CLOUD,30,21,6,"4,17,1,5"
366788000,5153890,WCA7944,COASTAL SEA,70,55,10,"42,13,5,5"
548318000,8202264,DYRT,STAR SAVANNAH,70,151,22,"129,22,6,16"
366932970,7502564,WYL4909,STACEY FOSS,32,34,10,"8,26,3,7"
245855000,9187045,PCHI,MAKIRI GREEN,70,143,22,"129,14,4,18"
413057000,9270464,BPAS,XIN NING BO,70,280,40,"188,92,20,20"
370869000,9477830,3FHK6,MORNING CECILIE,70,199,32,"25,174,20,12"
371378000,9303900,3ECJ5,AMAKUSA ISLAND,70,228,36,"196,32,14,22"
413149000,9312573,BPBV,XIN WEI HAI,70,263,32,"194,69,23,9"
111101111,11010110,FLAKES,ZELATCHED POINT,35,205,60,"200,5,20,40"
636091029,9295177,A8IS5,MAERSK DAVENPORT,71,294,32,"221,73,16,16"
441284000,8821668,DSNB6,HANJIN HAYPOINT,70,274,45,"230,44,18,27"
367008060,0,WAZ3708,SANFRANCISCO SPIRIT,60,46,14,"24,22,11,3"
235684000,9238777,VQPE9,HAMMONIA EXPRESS,71,261,32,"198,63,10,22"
367312460,0,,MI PARAISO,0,15,4,"8,7,2,2"
371428000,9277486,3ECX5,CIELO DI GENOVA,70,177,28,"155,22,18,10"
235012140,9318113,MPQF5,CMA CGM ORCA,70,294,32,"224,70,24,8"
441136000,9139696,DSPJ7,GAS COLUMBIA,80,170,27,"138,32,20,7"
636012253,9278090,A8EI5,YM FOUNTAIN,70,0,0,"0,0,0,0"
636091493,9362712,A8OO9,SEVILLIA,71,180,28,"162,18,8,20"
352167000,9325362,H9GC,AQUA BLUE,70,125,20,"104,21,14,6"
367357890,0,WDE4789,ALASKA TITAN,0,40,12,"10,30,6,6"
356706000,9315965,3FYC4,ITAL MELODIA,70,264,32,"12,252,16,16"
357977000,9196967,3FZC9,EVER UNICORN,70,285,40,"211,74,9,31"
338921000,0,,WLM 564 GEORGE COBB,0,52,15,"30,22,7,8"
366938510,7644271,WDB7218,KLIHYAM,32,36,12,"10,26,6,6"
367322790,506606,WDE2280,SCORPIUS,31,40,11,"15,25,5,6"
310563000,1009637,ZCDY4,ARCHIMEDES,37,67,12,"33,34,4,8"
211830000,9286243,DCSY2,MSC TEXAS,72,334,42,"21,313,21,21"
212771000,8204420,P3HD8,PANAMAX STRENGTH,70,209,32,"178,31,11,21"
311594000,9277814,C6TD3,HOEGH AFRICA,70,200,32,"48,152,22,10"
368202000,7420493,WFDP,GREAT LAND,70,243,30,"164,79,18,12"
368685000,9074535,WCX8883,APL KOREA,70,277,40,"189,88,20,20"
477897200,9367205,VRCZ4,OOCL ITALY,71,280,40,"210,70,14,26"
351187000,8506751,3FIQ7,RAINBOW WING,70,190,32,"50,140,12,20"
357658000,9188647,3FPR9,CARNIVAL SPIRIT,69,293,34,"22,271,17,17"
477657600,9343510,VRCP2,SAGA FRONTIER,70,199,31,"170,29,19,12"
576341000,9116321,YJQJ2,ARMSTRONG,70,168,27,"135,33,14,13"
366826000,9131371,WCY7054,SEABULK ARCTIC,80,182,32,"146,36,16,16"
356194000,9279379,HPWD,SAFFRON,70,190,32,"166,24,16,16"
636090993,9215866,A8IL2,HYUNDAI PATRIOT,70,290,40,"230,60,18,22"
303865000,0,NTUG,CGC ASPEN,53,69,19,"41,28,11,8"
338922000,0,,CG HENRY BLAKE,50,54,11,"18,36,5,6"
367337750,0,WDE3345,RHAPSODY,37,17,6,"10,7,4,2"
1193046,303174162,CFN4037,JOYCE B GARDINER,52,22,6,"0,22,0,6"
368222000,7739193,WYB6335,CALIFORNIA HORIZON,0,35,6,"10,25,3,3"
303673000,741736700,WDC3665,MIKE OLEARY,32,32,9,"10,22,3,6"
366386000,7223314,WDOP,CAPE MOHICAN,79,0,0,"0,0,0,0"
369493255,0,,255097,51,8,3,"5,3,2,1"
369493256,0,,255098,51,8,3,"5,3,2,1"
369493253,0,,255095,51,8,3,"5,3,2,1"
367177630,0,,STRUMPET,30,18,6,"10,8,3,3"
366888930,8867882,WBM5092,PT. THOMPSON,52,27,10,"6,21,5,5"
316003679,0,,SEASPAN VALIANT,31,0,0,"0,0,0,0"
239727000,9200823,SVMA,NEW YORK EXPRESS,70,294,32,"17,277,16,16"
367382540,0,WDE6623,SABRINA,30,11,4,"3,8,1,3"
366978110,30,WDB9541,PACIFIC FURY,30,33,8,"14,19,3,5"
371784000,9316854,3EGO3,CMB SAKURA,70,225,32,"112,113,16,16"
370263000,9393682,3ESD,VENUS GLORY,81,226,36,"188,38,18,18"
357601000,9196395,3FNT9,ATLANTIC LAUREL,70,169,27,"147,22,14,13"
367059620,0,WDC6683,BLUEACE,0,36,9,"21,15,4,5"
354631000,9213806,H3KF,SIRIUS  LEADER,7,179,32,"31,148,26,6"
366999711,0,NEOT,USCGC TERN,55,26,6,"13,13,3,3"
367083560,0,WDC8221,MISS LEONA,30,32,10,"8,24,3,7"
367214000,8834902,WDB2452,NARRAGANSETT,52,66,8,"6,60,3,5"
1193046,303174162,WBD5978,SONNY COOK,31,21,8,"0,21,0,8"
367321210,0,WY4464,WINDJAMMER,30,22,7,"6,16,1,6"
123456789,0,,WHISPER,37,22,6,"10,12,3,3"
355418000,9227467,H9DA,BORON NAVIGATOR,70,190,32,"169,21,23,9"
351923000,9251377,HPEF,MOL EXCELLENCE,71,294,32,"217,77,19,13"
219280000,8715869,OULL2,MARIE MAERSK,71,294,32,"191,103,8,24"
369960000,6710920,WTEB,FAIRWEATHER,1,0,0,"0,0,0,0"
1193046,303174162,WCX6476,MR JESSIE,90,79,15,"0,79,0,15"
368578000,0,WTE5329,SEEKER,30,30,8,"12,18,5,3"
538090371,8113994,V7QU3,RIO BLANCO,70,200,30,"55,145,19,11"
564129000,8208268,S6MJ,SANTIAGO EXPRESS,72,206,32,"0,206,0,32"
367151430,7029548,WDD4939,CARIBE PIONEER,32,36,9,"8,28,7,2"
353788000,8905426,3EUE7,HEIJIN,70,0,0,"0,0,0,0"
368566000,0,WDD5594,PERSEVERANCE,30,30,9,"7,23,4,5"
368565000,0,WBV2210,PREDATOR,30,30,11,"6,24,5,6"
356726000,9267405,HOVE,NAVIOS MERCATOR,70,190,32,"162,28,24,8"
474042,0,,L3 CLIPPER,0,0,0,"0,0,0,0"
456736,0,,L3 CLIPPER,0,0,0,"0,0,0,0"
456736,0,,L3 SOUTH,0,0,0,"0,0,0,0"
474042,0,,L3 NORTH,0,0,0,"0,0,0,0"
477020100,922703900,VRBH8,CSCL FELIXSTOWE,74,260,32,"199,61,16,16"
372368000,9332808,3EIQ6,HANABUSA,70,229,37,"196,33,12,25"
477058300,9380506,VRDW6,ALPINE MATHILDE,80,183,22,"149,34,11,11"
413075000,8401274,BPAY,DONG FANG GAO SU,99,173,28,"31,142,14,14"
366969620,0,WY4221,BLUEFOX,1,25,9,"12,13,3,6"
477111700,9385996,VREI3,CSCL SAO PAULO,70,209,30,"193,16,6,24"
357629000,9181027,3FOV9,AMORITA,70,189,31,"158,31,25,6"
211205790,8711370,DEDI,HEIDELBERG EXPRESS,79,235,32,"181,54,16,16"
352018000,9247558,H9NR,CHICAGO BRIDGE,91,279,40,"206,73,30,10"
375428000,8026921,J8B3446,ZHENHUA 18,90,230,40,"190,40,30,10"
366799650,303174162,WDA3553,ISLAND MIST,52,18,6,"0,18,0,6"
1193046,303174162,WDA6709,ROBERT HAYES,90,19,8,"0,19,0,8"
1193046,303174162,WDC3335,GOLIAD,70,30,8,"0,30,0,8"
565004000,9294874,S6AV3,MOL DYNASTY,79,269,32,"207,62,1,31"
1193046,303174162,WDC3027,VERABISO,52,33,10,"0,33,0,10"
366773010,0,WAA6310,KALAMA WSF,60,35,16,"22,13,8,8"
367100930,516256,WDC9340,RELIANCE,30,50,8,"10,40,2,6"
366862670,1,WDA9209,RIVERCAT,31,19,7,"0,19,0,7"
369970253,9100877,NDOZ,DISCOVERY BAY:YTT-11,35,0,0,"0,0,0,0"
369970257,0,TWR 8,DECEPTION PASS,35,22,5,"7,15,2,3"
477581700,8613322,VRCH7,MAERSK MATANE,70,294,32,"200,94,23,9"
316191000,0,CGAY,HMCS WHITEHORSE,0,49,12,"18,31,7,5"
366934290,7502576,WYL4908,SANDRA FOSS,32,31,10,"6,25,5,5"
1193046,303174162,WDC3781,JOHN PARRISH,52,33,10,"0,33,0,10"
366999712,0,NEOB,CGC WAHOO,51,26,6,"13,13,3,3"
369493254,0,,255096,51,8,3,"5,3,2,1"
369493257,0,,255099,51,8,3,"5,3,2,1"
239300000,9074688,SWFM,SAMJOHN LIGHT,79,223,32,"192,31,16,16"
338162000,7313652,KTDP,EXCELLENCE,30,112,17,"43,69,11,6"
367190000,7325253,NDSP,DENEBOLA,70,314,38,"46,268,8,30"
235011380,9305661,MNJZ8,HYUNDAI HONGKONG,70,304,40,"228,76,17,23"
366992390,0,WBC3028,DANIELLE,52,20,8,"9,11,4,4"
636010401,9107679,ELSQ8,ANTON TOPIC,70,185,30,"160,25,20,10"
357941000,9430806,3FRP5,FRONT RUNNER,70,190,32,"160,30,20,12"
368564000,0,WDC8924,BRISTOL MARINER,0,46,13,"5,41,10,3"
367345680,0,WDE3896,LCM824,90,22,6,"19,3,3,3"
367328310,554126,WDE2686,BERING SEA,0,0,0,"0,0,0,0"
368074000,7105471,WTST,LIHUE,70,240,31,"34,206,15,16"
211429000,9240328,DPKZ,CSAV MEXICO,79,207,32,"15,192,16,16"
352987000,9261724,HPFX,MOL ENDEAVOR,72,294,32,"220,74,11,21"
368032000,7303968,KRLM,OCEAN ROVER,30,84,20,"30,54,10,10"
370739000,9363302,3FMK5,GLOBAL SERENITY,70,177,29,"150,27,20,9"
240097000,9213143,SYAI,M.V.NAVIOSHERAKLES,70,189,32,"170,19,16,16"
367326360,518937,WDE2519,PACIFIC.CHALLENGER,30,31,10,"14,17,5,5"
367023180,5244259,WDC4335,MUSKRAT,30,26,8,"19,7,3,5"
1193046,303174162,WDE736,TERRY CONNER,52,19,6,"0,19,0,6"
538003048,9284477,V7OA5,STAR ZETA,70,189,32,"162,27,12,20"
308294000,8704171,C6IL3,CSL ATLAS,79,227,32,"191,36,16,16"
355958000,9132662,3FTB5,QUEEN ASIA,79,169,27,"146,23,18,9"
316094000,8818568,CGBR,GORDON REID,51,50,12,"25,25,6,6"
1193046,303174162,WDCI(,CAPT HARDHEAD,31,200,8,"0,200,0,8"
636090738,9285665,A8EH3,COSCO YOKOHAMA,79,299,42,"15,284,21,21"
367000620,7743467,WCX9055,WESTWARD WIND,30,45,10,"39,6,7,3"
538003223,9488968,V7PG4,MAGNUM POWER,70,189,32,"160,29,19,13"
370380000,9482653,3ES06,SONGA FALCON,80,127,19,"100,27,10,9"
366897990,7326257,WDB4398,ARCTIC V,30,107,16,"78,29,6,10"
367167190,0,WBH3170,SPIRIT OF DISCOVERY,60,47,11,"7,40,2,9"
371265000,9293868,3EBY5,RANUNCULUS,70,171,27,"150,21,16,11"
303396000,0,WBP3396,ARCTIC_BEAR,31,29,12,"7,22,6,6"
367091440,0,,VICTORIA STAR 2,0,0,0,"0,0,0,0"
354147000,9117703,3FVP5,NANHAI,70,189,31,"167,22,23,8"
112233445,0,,JUST BELIEVE,0,17,6,"10,7,3,3"
303454000,0,WDC6227,DAEDALUS,0,50,10,"30,20,5,5"
357174000,9114490,3FBS9,SEVEN SEAS,70,156,26,"130,26,13,13"
371073000,9309605,3EBD6,BLUE OCEAN,70,171,27,"145,26,14,13"
538003485,9278703,V7RD8,BUM YOUNG,80,141,24,"117,24,17,7"
636090976,9251846,A8IH2,ANL BINBURRA,73,0,0,"0,0,0,0"
338069238,0,KR4373,MONITOR,34,9,3,"0,9,0,3"
367061720,0,WDC6817,NORSEMAN,30,35,9,"8,27,2,7"
111111110,0,ZCSY6,SCOTT FREE,0,0,0,"0,0,0,0"
431055000,8912285,JNPD,MATSURA MARU,70,270,47,"240,30,23,24"
1,2111,WCY8107,DREDGE CAPT FRANK,33,57,15,"12,45,6,9"
1,0,ZHGS5,LIFES FINEST II,37,0,0,"0,0,0,0"
1,0,1,SANLORENZ0 108,37,0,0,"0,0,0,0"
1,0,ZCTR4,AZUCAR,37,0,0,"0,0,0,0"
366062000,0,KUCE,NORTHERN HAWK,0,104,15,"52,52,7,8"
353003000,9406506,3ENV4,SPRING BRAVE,70,292,50,"255,37,21,29"
1,7742293,WW3192,OFFSHORE KING,31,48,10,"10,38,5,5"
357493000,9168855,3FCA9,EVER URANUS,70,285,40,"211,74,1,39"
351296000,9161675,3FLE7,NAVIOS FELICITY,70,225,32,"199,26,22,10"
1,0,,FEDERAL 1,60,15,5,"3,12,2,3"
370058000,9442926,3ERI5,NORD FORTUNE,70,218,32,"190,28,22,10"
366088000,9118630,WCY7052,SEABULK   PRIDE,80,184,30,"150,34,10,20"
636091607,9085534,A8PW9,MAERSK KOTKA,70,318,42,"215,103,22,20"
352329000,9062702,3FLS3,KAMOGAWA,80,149,23,"119,30,14,9"
367040180,303174162,WDC5380,GANDIL,53,27,9,"17,10,0,9"
352811000,9276755,HPFA,ORIENTE CREST,70,171,27,"145,26,9,18"
351916000,9162497,3FBR8,NYK ANDROMEDA,71,300,40,"14,286,20,20"
371048000,9328558,3EAX3,NAVIOS HOPE,70,223,32,"198,25,17,15"
366200000,0,WAW7820,MARAUDER,30,18,7,"7,11,3,4"
366499000,0,WASF,KATIE ANN,30,0,0,"0,0,0,0"
247242300,9302774,ICKI,MEDI VENEZIA,70,218,32,"199,19,22,10"
211377300,9215646,DHZQ,HANJIN GENEVA,70,278,40,"14,264,20,20"
366773410,0,WCZ5425,OSSIAN,30,26,7,"6,20,6,1"
370731000,9499943,3FNP4,STELLAR LILAC,82,126,20,"103,23,16,4"
1193046,303174162,LAHE2,STAR EVVIVA,71,180,29,"137,43,28,1"
1193046,303174162,WDA4049,DELTA FREEDOM,52,28,9,"0,28,0,9"
367248000,0,,CG MELLON,35,0,0,"0,0,0,0"
1193046,303174162,WDE5440,TRENT JOSEPH,52,68,24,"67,1,0,24"
366947650,0,WDB7761,CASCADIA,0,30,70,"10,20,30,40"
316001125,0,CFG7275,SENA 2,30,0,0,"0,0,0,0"
111111111,0,,CRYSTAL2,0,0,0,"0,0,0,0"
311732000,9288875,C6FZ6,ANDROMEDA VOYAGER,87,333,60,"283,50,28,32"
538002779,9323405,V7LO7,AINAZI,80,196,32,"164,32,25,7"
316005574,0,VY7016,PACIFIC MARINER 2,52,22,7,"7,15,1,6"
636090835,9252266,A8GK6,APL ITALY,71,282,32,"210,72,16,16"
310361000,9192363,ZCDD6,STAR PRINCESS,69,290,36,"33,257,18,18"
366779000,7390131,WZSZ,CAPE ISLAND,70,211,34,"150,61,17,17"
367113660,367113660,WDD2312,LA REE,37,25,6,"0,25,0,6"
987654321,789456,,GGH4I,255,350,35,"300,50,20,15"
987654321,789456,,PMV1I,255,350,35,"300,50,20,15"
987654321,789456,,PMV,255,350,35,"300,50,20,15"
987654321,0,,PMV1,255,350,35,"300,50,20,15"
1,0,,PMV1,255,350,35,"300,50,20,15"
316011734,0,V.Y6962,NANAIMO HBR PATROL 2,53,8,3,"3,5,2,1"
100000006,100000006,CY5559,SEASPAN DISCOVERY,52,473,36,"24,449,16,20"
1193046,303174162,WDB6019,SYDNEY V,52,28,9,"0,28,0,9"
0,0,ZCMR4,LAZY Z,37,0,0,"0,0,0,0"
366923450,0,WBO6539,FRONTIER SPIRIT,0,41,9,"30,11,5,4"
370869000,59809478,3F8K6,MORNING CECILE  0,71,199,32,"25,174,20,12"
538090239,9224324,V7KF6,CSCL TIANJIN,70,260,32,"189,71,14,18"
636090670,9232101,A8CN8,HANJIN PHILADELPHIA,70,282,32,"269,13,16,16"
372941000,9298258,3ELG6,DOLCE,70,225,32,"194,31,16,16"
367343160,611059101,WDE3712,FAMILY AFFAIR,30,11,10,"9,2,5,5"
538090313,9407251,V7MT6,KING DARIUS,80,229,32,"188,41,7,25"
316003658,7043324,,SEASPAN NAVIGATOR,32,24,7,"8,16,4,3"
564167000,8016548,S6IW,CARMEN,70,198,32,"44,154,8,24"
240193000,9280847,SZJP,ZIM PIRAEUS,70,294,32,"223,71,16,16"
636091506,9348675,A8OU4,MAERSK DAMIETTA,71,293,32,"14,279,16,16"
576915000,9296767,YJUE3,GLOBAL ACE,70,179,31,"158,21,12,19"
257424000,9182954,LAMP5,STAR ISTIND,70,198,31,"176,22,17,14"
477105600,9300790,VRBQ6,OOCL ASIA,70,323,43,"245,78,29,14"
565747000,9342516,9VBN2,MAERSK ALFIRK,70,338,44,"247,91,16,28"
355306000,9116606,3FXQ6,"EVER UNIQUE \(^,^)/",70,285,40,"211,74,1,39"
563610000,9367592,9VHC3,MORNING NINNI,70,170,32,"21,149,11,21"
355038000,9342841,3EFW,YUSHO REGULUS,70,227,32,"199,28,22,10"
636090976,9251846,,,73,0,0,"0,0,0,0"
235006790,9070462,MDAB4,ASIAN BEAUTY,70,184,31,"25,159,13,18"
357957000,8217879,3EGF6,EVER GIFTED,70,231,33,"178,53,12,21"
366969520,303174162,WCY5601,KITSAP,52,18,8,"0,18,0,8"
565067000,8415859,9VGQ2,NOVA AUSTRALIA,70,109,16,"81,28,4,12"
354686000,9257199,HOJT,ETERNAL CONFIDENCE,70,170,27,"145,25,14,13"
368619000,0,WBF5289,FRONTIER MARINER,30,41,9,"30,11,5,4"
367218000,8822454,NYUK,USNS YUKON,85,206,30,"141,65,15,15"
441262000,8821618,DSFZ7,HANJIN MADRAS,70,274,45,"235,39,16,29"
316001650,7006766,CGDP,PROVO WALLIS,51,64,13,"38,26,7,6"
371303000,9307035,3EBZ5,MOL PARTNER,70,293,40,"219,74,26,14"
212711000,9065625,C4KK2,APL CONFIDENCE,71,275,37,"189,86,17,20"
209513000,9060247,C4BQ2,"("") OCEAN PEARL (-)",70,170,27,"153,17,13,14"
354777000,9300312,3EAH9,COSCO DALIAN,70,279,40,"205,74,27,13"
440373000,9111395,DSNW6,HANJIN WASHINGTON,74,279,40,"185,94,13,27"
477829500,9392626,VRCW6,PACIFIC FRIEND,70,125,21,"109,16,13,8"
431162000,8606159,JBGY,NIITAKA MARU,70,290,46,"248,42,14,32"
636090752,9282974,A8ER9,ZIM SAVANNAH,72,294,32,"221,73,12,20"
367086760,0,WDC8419,BAYISLANDER,30,27,9,"10,17,5,4"
257482000,8107103,LAJV4,SKAUBRYN,70,182,32,"97,85,19,13"
367165240,593809,WUU7551,COLLIER BROS,30,30,8,"10,20,4,4"
366882320,7045982,WDB3005,ERNESP   CAMPBELL,31,32,10,"10,22,1,9"
367012470,1,WDC3684,AMY ELISE,52,22,8,"0,22,0,8"
367085290,0,WDC8331,MARATHON,30,30,10,"0,30,5,5"
636013281,9153795,A8LW3,OCEAN EMPEROR,70,0,0,"0,0,0,0"
636091716,9450296,A8RX3,ADRIATIC BRIDGE,70,264,32,"206,58,12,20"
211201390,8902553,DHDE,DRESDEN EXPRESS,79,294,32,"15,279,16,16"
548723000,9002714,DYMS,SUN RIGHT,70,294,32,"215,79,22,10"
371552000,9364801,3EDD2,IMPERIAL SPIRIT,79,190,33,"162,28,10,23"
441019000,9088639,DSPI2,AGIA,79,188,31,"164,24,11,20"
367314650,0,WDD9668,GOOD FORTUNE,0,20,5,"11,9,3,2"
351179000,9157430,3FIK7,BRIGHT STREAM,70,138,22,"122,16,15,7"
303647000,0,WDE5889,DEVOTION,37,10,9,"5,5,4,5"
316002764,0,,VANISLE,0,0,0,"0,0,0,0"
1193046,303174162,WDC7942,CAPT ED,52,67,28,"0,67,0,28"
367346510,0,WAH5786,PASTIME,0,20,17,"15,5,13,4"
123456789,0,,GOLDBRICK,0,0,0,"0,0,0,0"
367908000,0,NEDI,CG CUTTYHUNK,55,34,8,"20,14,4,4"
368367000,0,,,0,0,0,"0,0,0,0"
235756000,9157650,MBXZ4,YM SHANGHAI,73,259,32,"193,66,18,14"
355489000,9270919,HPTR,ANSAC LEGACY,70,177,28,"150,27,14,14"
369916000,0,,HICKORY,0,79,14,"41,38,11,3"
367370340,0,WDE5689,ANAYA,37,27,6,"20,7,3,3"
367015050,0,WBE5869,SEA HAWK,0,27,8,"20,7,6,2"
1193046,303174162,WDD5424,INT DISCOVERER,90,48,9,"0,48,0,9"
239726000,9200811,SYGS,OAKLAND EXPRESS,71,294,32,"17,277,16,16"
304187000,9127019,V2CA2,CAP TAPAGA,70,157,24,"0,157,0,24"
352217000,9251030,H9NU,FRONTIER ANGEL,70,190,32,"167,23,21,11"
371978000,9311206,3EFA,RED LOTUS,70,229,32,"202,27,18,14"
565892000,9478157,S6BQ6,MANDARIN EAGLE,70,190,32,"160,30,16,16"
354491000,9061124,3FSB4,EVER REFINE,70,295,32,"215,80,0,32"
248248000,7821477,9HWP5,DIAMOND.RAY,90,190,32,"39,151,16,16"
367139000,9315927,WDD6040,HORIZON FALCON,70,222,30,"179,43,21,9"
309759000,9077070,C6OM7,GREBE ARROW,70,199,31,"176,23,10,21"
220263000,9260469,OUOW2,ALBERT MAERSK,70,352,43,"249,103,21,22"
